City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,cold lake,54.4502,-110.2017,19.97,83,75,0.0,CA,1689910308
280,avarua,-21.2078,-159.775,23.03,56,75,6.69,CK,1689910308
281,xilin hot,43.9667,116.0333,21.89,63,100,8.91,CN,1689910308
282,namibe,-15.1961,12.1522,16.74,86,0,2.15,AO,1689910308
283,entebbe,0.0644,32.4469,20.35,61,83,2.39,UG,1689910309
284,cabedelo,-6.9811,-34.8339,24.37,77,27,6.08,BR,1689910309
285,san juan,-31.5375,-68.5364,14.88,27,12,1.54,AR,1689910309
286,boende,-0.2167,20.8667,22.54,82,25,0.46,CD,1689910309
287,brigantine,39.4101,-74.3646,24.45,93,0,1.79,US,1689910309
288,el granada,37.5027,-122.4694,24.34,85,100,9.77,US,1689910046
289,lockwood,45.8191,-108.4149,26.94,44,40,5.14,US,1689910309
290,willis,30.4249,-95.4799,30.81,64,0,4.12,US,1689910160
291,paratinga,-12.6906,-43.1842,19.52,64,1,1.8,BR,1689910309
292,chui,-33.6971,-53.4616,14.51,95,99,4.21,UY,1689910310
293,severo-yeniseyskiy,60.3725,93.0408,25.06,29,55,4.23,RU,1689910310
294,pauini,-7.7136,-66.9764,23.13,64,16,0.99,BR,1689910310
295,sorong,-0.8833,131.25,29.37,70,27,5.35,ID,1689910310
296,dudinka,69.4058,86.1778,18.68,88,100,3.73,RU,1689910310
297,gulf shores,30.246,-87.7008,29.76,70,0,3.09,US,1689910310
298,portland,45.5234,-122.6762,29.26,49,20,3.6,US,1689910134
299,noumea,-22.2763,166.4572,23.99,99,1,3.31,NC,1689910204
300,flying fish cove,-10.4217,105.6791,25.82,73,75,6.69,CX,1689910310
301,minas de marcona,-15.2119,-75.1103,13.36,82,36,3.34,PE,1689910311
302,labytnangi,66.6572,66.4183,22.65,69,26,2.27,RU,1689910311
303,miranda,3.2499,-76.2281,24.07,65,93,2.63,CO,1689910213
304,praia da vitoria,38.7333,-27.0667,21.53,94,20,2.72,PT,1689910312
305,robertsport,6.7533,-11.3686,25.05,88,100,4.86,LR,1689910312
306,mount gambier,-37.8333,140.7667,12.08,76,100,3.35,AU,1689910313
307,cidade velha,14.9167,-23.6167,26.26,78,20,3.09,CV,1689910313
308,pandan,14.0453,124.1694,29.88,71,50,2.05,PH,1689910313
309,sorokyne,48.2923,39.7373,19.83,58,100,4.21,UA,1689910313
310,kone,-21.0595,164.8658,23.21,52,0,3.89,NC,1689910313
311,aykhal,66.0,111.5,19.48,62,94,3.43,RU,1689910313
312,kapuskasing,49.4169,-82.4331,15.05,88,75,2.06,CA,1689910206
313,south hedland,-20.4089,118.5983,25.96,24,7,8.23,AU,1689910313
314,blenheim,-41.516,173.9528,8.62,76,46,2.68,NZ,1689910313
315,buka,40.8108,69.1986,30.92,20,40,3.3,UZ,1689910314
316,dolinsk,47.35,142.8,25.74,60,99,4.5,RU,1689910314
317,tralee,52.2704,-9.7026,12.6,89,100,2.79,IE,1689910314
318,kingston,17.997,-76.7936,27.89,86,61,0.45,JM,1689910135
319,pierre,44.3683,-100.351,21.27,73,0,2.57,US,1689910314
320,akrehamn,59.2667,5.1833,12.45,87,100,2.57,NO,1689910314
321,carlsbad,33.1581,-117.3506,27.5,77,0,3.6,US,1689910255
322,el vigia,8.6219,-71.6506,26.31,63,82,2.24,VE,1689910314
323,port hueneme,34.1478,-119.1951,28.02,79,0,3.6,US,1689910314
324,maputo,-25.9653,32.5892,13.82,77,75,6.69,MZ,1689910315
325,ternate,0.8,127.4,29.24,68,4,5.04,ID,1689910315
326,morant bay,17.8815,-76.4093,27.06,90,61,5.64,JM,1689910315
327,guane,22.2025,-84.0875,26.55,83,75,2.21,CU,1689910315
328,ballito,-29.539,31.2144,11.08,76,75,2.57,ZA,1689910315
329,saint-pierre,-21.3393,55.4781,20.87,78,75,2.06,RE,1689910315
330,labrador city,52.9463,-66.9114,11.95,94,100,1.54,CA,1689910315
331,saskatoon,52.1168,-106.6345,19.99,72,40,2.06,CA,1689910189
332,voinjama,8.4219,-9.7478,20.43,99,99,0.77,LR,1689910315
333,jaisalmer,26.9147,70.9181,34.66,51,9,2.04,IN,1689910316
334,mutoko,-17.397,32.2268,9.88,83,29,1.26,ZW,1689910316
335,capitan bado,-23.2667,-55.5333,18.6,75,6,4.8,PY,1689910316
336,bluefield,37.2698,-81.2223,21.0,88,40,3.6,US,1689910078
337,qaqortoq,60.7167,-46.0333,5.77,97,100,3.62,GL,1689910316
338,puerto rosario,-24.45,-57.0833,22.99,62,54,3.6,PY,1689910316
339,kargopol',61.5071,38.9456,12.9,96,100,6.7,RU,1689910316
340,rocky mountain house,52.3668,-114.9188,21.06,56,21,1.54,CA,1689910316
341,pisco,-13.7,-76.2167,17.23,82,5,1.03,PE,1689910317
342,cukai,4.25,103.4167,28.97,63,96,1.15,MY,1689910317
343,revuca,48.6835,20.1173,10.48,75,53,1.07,SK,1689910317
344,bam,29.106,58.357,35.03,11,100,3.5,IR,1689910317
345,cananea,30.95,-110.3,26.92,34,69,6.08,MX,1689910317
346,simanggang,1.2472,111.4528,26.99,88,40,2.24,MY,1689910318
347,badiyah,22.45,58.8,33.35,43,88,2.48,OM,1689910318
348,antonio enes,-16.2325,39.9086,22.56,81,7,4.69,MZ,1689910318
349,sarykemer,43.0,71.5,27.71,28,12,0.76,KZ,1689910318
350,mohr,54.3528,9.7167,11.09,94,20,3.6,DE,1689910318
351,kiunga,-6.1219,141.2906,28.43,68,95,1.79,PG,1689910318
352,vorkuta,67.5,64.0,22.31,64,61,5.83,RU,1689910318
353,manismata,-2.4667,111.0333,23.58,98,100,1.48,ID,1689910318
354,dien bien phu,21.3833,103.0167,30.71,65,76,1.28,VN,1689910319
355,ponta delgada,37.7333,-25.6667,21.4,83,20,1.03,PT,1689910319
356,hovd,48.0056,91.6419,25.32,32,0,7.38,MN,1689910319
357,qarazhal,48.0078,70.7903,30.31,21,40,0.9,KZ,1689910319
358,roma,43.2128,-75.4557,22.83,74,0,3.6,US,1689910319
359,murgab,37.4966,61.9714,24.93,38,0,2.06,TM,1689910319
360,nuuk,64.1835,-51.7216,8.34,100,100,6.69,GL,1689910319
361,lhokseumawe,5.1801,97.1507,30.5,59,98,2.04,ID,1689910320
362,vila franca do campo,37.7167,-25.4333,21.23,82,79,0.84,PT,1689910320
363,quibala,-10.7337,14.98,14.77,60,34,0.8,AO,1689910320
364,manhush,47.0558,37.3107,21.47,82,99,3.59,UA,1689910320
365,sandakan,5.8402,118.1179,30.82,70,20,2.06,MY,1689910320
366,zemio,5.0314,25.1361,20.16,97,97,0.44,CF,1689910320
367,benguela,-12.5763,13.4055,17.83,84,72,1.21,AO,1689910320
368,usinsk,65.9939,57.5281,20.88,72,100,4.47,RU,1689910320
369,sao paulo de olivenca,-3.3783,-68.8725,22.95,93,37,0.94,BR,1689910321
370,kulhudhuffushi,6.6221,73.07,27.87,81,100,7.12,MV,1689910321
371,east london,-33.0153,27.9116,10.52,71,0,4.12,ZA,1689910321
372,cururupu,-1.8283,-44.8683,23.24,95,83,1.27,BR,1689910321
373,kaohsiung,22.6163,120.3133,31.97,66,40,4.12,TW,1689910321
374,yigo village,13.5361,144.8886,31.62,68,40,4.63,GU,1689910321
375,anori,-3.7728,-61.6442,25.13,59,63,0.91,BR,1689910322
376,melioratorov,57.2107,65.6077,16.21,100,20,3.0,RU,1689910322
377,mossel bay,-34.1831,22.146,4.96,62,0,2.76,ZA,1689910322
378,dunedin,-45.8742,170.5036,9.33,55,3,4.47,NZ,1689910322
379,sandnessjoen,66.0217,12.6316,12.29,94,75,0.0,NO,1689910322
380,danielskuil,-28.1887,23.5395,7.13,82,68,10.07,ZA,1689910323
381,taroa,8.7058,171.2275,28.37,82,79,9.08,MH,1689910323
382,balkanabat,39.5108,54.3671,33.52,19,0,6.47,TM,1689910323
383,rio gallegos,-51.6226,-69.2181,0.03,100,100,6.17,AR,1689910323
384,haiku-pauwela,20.9219,-156.3051,27.01,67,20,12.35,US,1689910323
385,yuzhno-kurilsk,44.0306,145.8556,17.59,83,49,3.75,RU,1689910323
386,magadan,59.5667,150.8,26.41,71,30,4.28,RU,1689910324
387,westport,41.1415,-73.3579,24.39,82,0,1.79,US,1689910324
388,witu,-2.3889,40.4382,26.09,83,20,5.46,KE,1689910324
389,lompoc,34.6391,-120.4579,20.08,93,100,4.12,US,1689910324
390,rongelap,11.1635,166.8941,28.77,79,94,8.23,MH,1689910324
391,kavaratti,10.5669,72.642,28.22,81,100,9.63,IN,1689910324
392,samaniego,1.3385,-77.5957,16.57,80,66,3.56,CO,1689910324
393,ust'-kulom,61.6864,53.6902,14.8,88,74,2.46,RU,1689910325
394,teknaf,20.8624,92.3058,26.85,90,99,7.15,BD,1689910325
395,llaillay,-32.85,-70.9667,15.69,63,100,1.16,CL,1689910325
396,kenora,49.8167,-94.4337,19.54,72,75,2.57,CA,1689910219
397,korla,41.7597,86.1469,35.34,16,62,5.58,CN,1689910325
398,natal,-5.795,-35.2094,23.12,88,20,3.6,BR,1689910325
399,klaksvik,62.2266,-6.589,9.51,97,96,7.49,FO,1689910325
400,zheleznodorozhnyy,55.7503,38.0042,13.75,69,90,3.0,RU,1689910326
401,hlukhiv,51.6782,33.9162,14.97,94,56,4.53,UA,1689910326
402,kendari,-3.945,122.4989,28.81,69,22,2.86,ID,1689910326
403,san luis de la loma,17.2706,-100.8939,27.85,81,25,2.67,MX,1689910326
404,porto novo,6.4965,2.6036,25.9,87,77,3.34,BJ,1689910326
405,wagar,16.1525,36.2032,29.27,61,88,8.0,SD,1689910326
406,ciudad lazaro cardenas,17.9583,-102.2,27.67,84,54,1.42,MX,1689910327
407,santa ana,33.7456,-117.8678,32.58,54,20,3.6,US,1689910119
408,honolulu,21.3069,-157.8583,28.9,72,40,8.23,US,1689910049
409,annaba,36.9,7.7667,21.98,94,0,1.54,DZ,1689910154
410,macau,22.2006,113.5461,33.81,84,20,2.06,MO,1689910327
411,castillos,-34.1667,-53.8333,14.0,94,33,4.26,UY,1689910327
412,diego de almagro,-26.3667,-70.05,15.1,48,100,0.66,CL,1689910292
413,port lincoln,-34.7333,135.8667,14.95,52,79,5.33,AU,1689910328
414,livingstonia,-10.606,34.1063,13.91,72,0,0.99,MW,1689910328
415,berezovyy,51.6667,135.7,34.57,28,98,3.41,RU,1689910328
416,aginskoye,51.1,114.53,23.77,38,69,0.75,RU,1689910328
417,chandbali,20.7833,86.7667,30.63,72,100,4.01,IN,1689910328
418,tondano,1.3038,124.9112,29.05,62,42,2.87,ID,1689910328
419,trinity beach,-16.7888,145.6968,28.36,61,100,3.6,AU,1689910329
420,caetes,-8.7731,-36.6225,16.21,93,63,4.92,BR,1689910329
421,palmer,42.1584,-72.3287,22.23,78,40,2.57,US,1689910329
422,bada,51.392,109.8717,24.67,33,99,3.49,RU,1689910270
423,san onofre,9.7359,-75.5263,26.63,83,7,2.04,CO,1689910330
424,las tablas,7.7667,-80.2833,27.56,82,100,4.6,PA,1689910330
425,mo i rana,66.3128,14.1428,12.96,88,100,1.03,NO,1689910330
426,turpan,42.9333,89.1667,39.74,17,83,0.95,CN,1689910330
427,sikonge,-5.6333,32.7667,14.6,58,6,2.21,TZ,1689910330
428,kawm umbu,24.4767,32.9463,32.3,19,0,2.79,EG,1689910330
429,sekong,-6.3996,106.0252,31.74,46,86,0.95,ID,1689910330
430,pasto,1.2136,-77.2811,10.82,93,95,2.99,CO,1689910331
431,tullamore,53.2739,-7.4889,11.88,89,98,2.71,IE,1689910331
432,igarka,67.4667,86.5833,24.5,59,75,5.58,RU,1689910331
433,kolonia town,6.964,158.206,28.07,78,100,6.95,FM,1689910331
434,san andres,12.5847,-81.7006,29.01,84,20,5.66,CO,1689910331
435,zaragoza,41.6561,-0.8773,21.12,57,0,9.77,ES,1689910331
436,buala,-8.145,159.5921,28.1,82,99,1.75,SB,1689910331
437,tsiroanomandidy,-18.7667,46.0333,16.6,66,23,0.91,MG,1689910332
438,caarapo,-22.6342,-54.8222,17.58,81,2,2.09,BR,1689910332
439,kostyantynivka,48.5277,37.7069,19.59,90,98,4.33,UA,1689910332
440,wewak,-3.5534,143.6268,29.26,67,69,3.22,PG,1689910332
441,dryden,49.7833,-92.7503,19.16,72,75,2.57,CA,1689910332
442,meulaboh,4.1363,96.1285,28.77,69,77,1.68,ID,1689910332
443,palikir - national government center,6.9248,158.1611,27.49,78,100,6.78,FM,1689910332
444,coxim,-18.5067,-54.76,24.12,39,59,2.13,BR,1689910333
445,kuala terengganu,5.3302,103.1408,31.1,74,20,1.54,MY,1689910333
446,luwuk,-0.9516,122.7875,29.26,71,37,3.86,ID,1689910333
447,mejit,10.2753,170.8646,28.15,83,95,9.2,MH,1689910333
448,tierp,60.3427,17.5181,12.2,91,13,1.69,SE,1689910333
449,acucena,-19.0731,-42.5464,16.29,95,100,1.03,BR,1689910334
450,fort mcmurray,56.7268,-111.381,24.73,53,0,2.06,CA,1689910209
451,salekhard,66.53,66.6019,23.23,64,39,2.28,RU,1689910334
452,fisterra,42.9049,-9.2629,14.3,85,0,2.09,ES,1689910334
453,sola,-13.8833,167.55,25.17,79,96,8.72,VU,1689910334
454,hasaki,35.7333,140.8333,28.5,76,19,4.97,JP,1689910334
455,nikolayevsk-on-amure,53.1406,140.73,30.57,47,6,1.55,RU,1689910335
456,esmeralda,21.8525,-78.1169,26.62,91,100,3.38,CU,1689910335
457,viedma,-40.8135,-62.9967,11.14,59,96,7.28,AR,1689910335
458,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.51,GF,1689910274
459,rundu,-17.9333,19.7667,15.27,36,94,3.54,NA,1689910335
460,opatow,50.8006,21.4254,16.39,77,94,1.92,PL,1689910336
461,rock springs,41.5875,-109.2029,16.69,63,40,4.63,US,1689910337
462,oltinko'l,40.8011,72.1634,33.82,19,11,5.27,UZ,1689910337
463,ulladulla,-35.35,150.4667,15.64,44,50,5.03,AU,1689910337
464,gizycko,54.0381,21.7644,10.96,89,21,4.09,PL,1689910337
465,dzagam,40.9033,45.8856,21.85,66,3,1.3,AZ,1689910337
466,obihiro,42.9172,143.2044,21.67,68,9,3.75,JP,1689910337
467,amungan,15.3652,119.9582,29.85,74,35,2.73,PH,1689910337
468,acarau,-2.8856,-40.12,25.55,80,3,7.89,BR,1689910338
469,ubinskoye,55.3068,79.6802,23.44,65,32,4.22,RU,1689910338
470,okhotsk,59.3833,143.3,15.33,79,56,5.68,RU,1689910338
471,pindiga,9.9833,10.9333,22.15,93,97,2.99,NG,1689910338
472,yenifakili,39.2114,35.0004,20.37,42,0,1.07,TR,1689910338
473,heyuan,23.7333,114.6833,33.4,60,67,1.85,CN,1689910338
474,den burg,53.0542,4.7972,13.99,93,100,1.03,NL,1689910339
475,bereznik,62.8551,42.7072,17.55,93,70,0.57,RU,1689910339
476,silifke,36.3778,33.9344,28.96,46,0,2.99,TR,1689910339
477,athens,37.9795,23.7162,30.92,47,0,0.89,GR,1689910194
478,muroto-misakicho,33.2833,134.15,26.65,78,56,4.34,JP,1689910339
479,papao,-17.75,-149.55,24.82,64,21,7.91,PF,1689910340
480,tuy hoa,13.0833,109.3,30.57,68,64,3.13,VN,1689910340
481,cordoba,-31.4135,-64.1811,15.69,64,0,2.57,AR,1689910216
482,gwanda,-20.9333,29.0,10.9,93,100,5.29,ZW,1689910340
483,eastham,41.8301,-69.9739,21.66,83,68,0.45,US,1689910340
484,smara,26.7384,-11.6719,20.43,80,0,6.61,EH,1689910340
485,ha tinh,18.3333,105.9,30.32,73,86,2.34,VN,1689910340
486,victorica,-36.2151,-65.4359,10.88,63,92,6.77,AR,1689910340
487,ghat,24.9647,10.1728,27.44,25,0,0.39,LY,1689910341
488,freetown,8.484,-13.2299,26.84,89,40,2.57,SL,1689910341
489,kota kinabalu,5.9749,116.0724,26.99,83,40,8.23,MY,1689910341
490,beytussebap,37.5694,43.1681,24.34,35,0,1.83,TR,1689910341
491,irymple,-34.25,142.1667,13.94,63,34,0.45,AU,1689910341
492,kataba,13.9833,44.3833,23.25,46,100,0.66,YE,1689910341
493,veraval,20.9,70.3667,28.34,80,100,5.81,IN,1689910342
494,wamba,8.9333,8.6,22.22,95,100,1.81,NG,1689910342
495,al muwayh,22.4333,41.7583,28.94,16,52,3.61,SA,1689910342
496,impfondo,1.6381,18.0667,22.45,81,93,1.37,CG,1689910342
497,rio grande,-32.035,-52.0986,14.97,97,89,5.75,BR,1689910342
498,sumbe,-11.2061,13.8437,18.69,89,14,1.61,AO,1689910342
499,fang,19.9169,99.2145,28.2,85,76,0.95,TH,1689910342
500,ilebo,-4.3167,20.5833,22.01,52,15,0.96,CD,1689910342
501,arica,-18.475,-70.3042,18.13,72,100,1.54,CL,1689910299
502,banda aceh,5.5577,95.3222,29.02,71,100,9.65,ID,1689910213
503,tazovsky,67.4667,78.7,23.09,48,47,5.27,RU,1689910343
504,aconibe,1.2968,10.9369,19.02,98,96,1.02,GQ,1689910343
505,riachao das neves,-11.7461,-44.91,18.42,64,0,1.78,BR,1689910343
506,lensk,60.7253,114.9278,25.81,41,98,4.13,RU,1689910263
507,port saint john's,-31.6229,29.5448,11.68,73,98,4.24,ZA,1689910343
508,mataro,41.5421,2.4445,27.39,63,2,0.45,ES,1689910344
509,zorritos,-3.6805,-80.6782,24.16,77,26,3.72,PE,1689910344
510,cullinan,-25.6709,28.5236,8.23,71,64,8.12,ZA,1689910171
511,coahuayana de hidalgo,18.7,-103.6583,26.9,82,83,0.84,MX,1689910344
512,minab,27.1467,57.0801,32.22,70,98,1.8,IR,1689910344
513,amarante do maranhao,-5.5667,-46.7422,20.86,44,0,1.77,BR,1689910344
514,la'ie,21.6477,-157.9253,28.98,74,12,3.58,US,1689910344
515,dalandzadgad,43.5708,104.425,21.79,42,53,4.35,MN,1689910344
516,zhaoqing,23.0512,112.4597,30.46,55,28,1.7,CN,1689910345
517,lindale,32.5157,-95.4094,32.24,67,0,2.57,US,1689910052
518,dakhla,23.6848,-15.958,20.25,90,41,11.63,EH,1689910345
519,las palmas,28.4204,-14.0131,21.44,73,75,7.72,ES,1689910345
520,sao lourenco,-22.1164,-45.0544,12.21,93,17,0.76,BR,1689910345
521,bandar labuan,5.2888,115.2692,24.2,94,40,3.6,MY,1689910346
522,bhawanigarh,30.2667,76.035,35.23,50,63,3.11,IN,1689910346
523,usogorsk,63.4106,48.6872,15.97,91,48,3.31,RU,1689910346
524,richards bay,-28.783,32.0377,13.68,77,100,2.3,ZA,1689910346
525,kapa'a,22.0752,-159.319,29.99,71,75,7.72,US,1689910346
526,bishkul,54.7803,69.1033,21.19,83,20,4.0,KZ,1689910346
527,mudon,16.2578,97.7164,28.39,79,99,2.49,MM,1689910346
528,solnechnyy,50.7214,136.6319,33.36,33,83,4.55,RU,1689910347
529,hamada,34.8833,132.0833,25.4,64,0,4.08,JP,1689910347
530,geneina,13.45,22.45,24.44,68,60,0.92,SD,1689910347
531,siwa oasis,29.2041,25.5195,28.59,36,0,3.26,EG,1689910347
532,chacabuco,-34.6417,-60.4739,11.01,85,81,5.73,AR,1689910347
533,balasore,21.4942,86.9317,30.48,74,100,5.79,IN,1689910347
534,horodnya,51.8909,31.5974,14.39,93,64,3.35,UA,1689910347
535,agropoli,40.3469,14.9966,24.49,60,0,2.24,IT,1689910348
536,fomboni,-12.28,43.7425,26.35,75,77,7.25,KM,1689910348
537,saint-mandrier-sur-mer,43.078,5.929,24.87,66,44,1.54,FR,1689910348
538,turtas,58.9417,69.1325,22.3,70,18,2.96,RU,1689910348
539,kamina,-8.7386,24.9906,16.38,45,60,1.64,CD,1689910348
540,kidal,18.4411,1.4078,29.91,53,84,6.59,ML,1689910348
541,nishinoomote,30.7333,131.0,29.31,78,75,2.06,JP,1689910348
542,essaouira,31.5125,-9.77,22.72,81,3,5.14,MA,1689910349
543,kilindoni,-7.9139,39.6668,25.24,78,1,7.22,TZ,1689910349
544,makinsk,52.6292,70.4169,24.3,50,79,5.27,KZ,1689910349
545,malya,-2.9833,33.5167,17.64,51,5,4.05,TZ,1689910349
546,tvoroyri,61.5556,-6.8111,10.02,94,100,7.02,FO,1689910349
547,ingeniero jacobacci,-41.3427,-69.5448,3.78,89,99,2.03,AR,1689910349
548,arenas de san pedro,40.2104,-5.0869,17.52,58,0,2.51,ES,1689910350
549,xishan,27.6667,113.5,34.13,57,96,3.17,CN,1689910350
550,pala,9.3642,14.9046,21.32,96,99,1.99,TD,1689910350
551,sao vicente,-23.9631,-46.3919,22.1,26,12,1.07,BR,1689910350
552,inarajan village,13.2736,144.7484,32.54,81,38,4.84,GU,1689910351
553,hammerfest,70.6634,23.6821,8.25,93,100,4.63,NO,1689910351
554,nar'yan-mar,67.6713,53.087,14.95,86,100,5.75,RU,1689910351
555,ilhabela,-23.7781,-45.3581,19.26,88,93,5.41,BR,1689910351
556,kochubey,44.3861,46.5825,27.29,54,0,4.67,RU,1689910351
557,moranbah,-22.0016,148.0466,23.33,36,63,3.31,AU,1689910352
558,tadine,-21.55,167.8833,21.4,63,0,7.02,NC,1689910352
